voivodeship,number_offers,mean_price,median_price,geometry
dolnośląskie,1485,569149.4637978142,499000,"list(list(c(15.1079455970001, 15.0938896070001, 15.0821073810001, 15.0736324460001, 15.0229895430001, 15.0039726160001, 15.0011820880001, 14.9965312090001, 14.9820618080001, 14.976377401, 14.9706929930001, 14.965628703, 14.9610811760001, 14.9609778240001, 14.9652152910001, 14.981441691, 14.9966345620001, 14.9977714440001, 14.9946708570001, 14.9848523350001, 14.9820618080001, 14.9811316320001, 14.9817517490001, 14.982888631, 14.9841288650001, 14.9820618080001, 14.8678568930001, 14.8316833900001, 14.8103927000001, 
14.8104960530001, 14.824655395, 14.8602087810001, 14.9106449790001, 14.9552934170001, 14.958290649, 14.9584973550001, 14.9602543540001, 14.965628703, 14.9733801680001, 14.979994751, 14.9820618080001, 14.9831986900001, 14.9913635660001, 15.0049027920001, 15.0220593670001, 15.017925252, 15.0143079010001, 15.0194755450001, 15.0049027920001, 14.9822685140001, 14.963768352, 14.9609778240001, 14.9566370040001, 14.9566370040001, 14.950647846, 14.9694535660292, 15.1294438006908, 15.1582792499874, 15.2170870301423, 
15.2462325378013, 15.2967720877616, 15.3300517114174, 15.403328891715, 15.5438887879372, 15.6146855004355, 15.7253764176875, 15.823768345133, 15.8452657411211, 15.8804057149518, 15.9104813976983, 15.9251575052147, 15.9447945492291, 16.096516553696, 16.1231815926564, 16.1264888845544, 16.1819893728113, 16.2611576682917, 16.3221358578835, 16.3711251160312, 16.4584582862209, 16.4990759622858, 16.6118339370865, 16.629507277239, 16.6328145691371, 16.6761194185763, 16.7730644060974, 16.8277380711551, 16.9429765146544, 
17.1495788915526, 17.187406039657, 17.2292639500712, 17.3467761566943, 17.4572603701699, 17.5565824718036, 17.546660597009, 17.5328113135913, 17.5085233896427, 17.4951908710618, 17.500668573296, 17.5239229666715, 17.5830408060883, 17.6443290540426, 17.6823629086213, 17.7184330584389, 17.6902177258673, 17.7015865405864, 17.714609001704, 17.6814327326345, 17.6466028171662, 17.6122896656356, 17.5797335141903, 17.5537919447424, 17.4956042822118, 17.4850622897928, 17.4786544133705, 17.4625313659298, 17.4308020358852, 
17.3832597185611, 17.3474996271061, 17.2641972192263, 17.1923669779537, 17.1693192892538, 17.1333524922237, 17.0727877128826, 17.0203878109487, 16.9482475113136, 16.9440046286107, 16.9157939040001, 16.8929529210001, 16.8657711180001, 16.865874471, 16.8979138590001, 16.909282674, 16.9167240800001, 16.926542602, 16.9452494710001, 16.9696407470001, 16.9878308510001, 16.9983728430001, 16.9998197830001, 17.0128422440001, 17.0148059490001, 17.0083980710001, 16.9963057860001, 16.9856604410001, 16.981009563, 
16.9750150960001, 16.9603389890001, 16.9575484620001, 16.9577551670001, 16.9552746990001, 16.9462830000001, 16.9277828370001, 16.9189978430001, 16.9070089110001, 16.8903691000001, 16.88096399, 16.8697620820001, 16.8576062420001, 16.8375557860001, 16.817712036, 16.795284464, 16.7773010660001, 16.7664490160001, 16.7542533770001, 16.7320325110001, 16.7012333570001, 16.6606156820001, 16.6186544190001, 16.5842379150001, 16.5666679280001, 16.5572628170001, 16.5458940030001, 16.5350419520001, 16.5047595630001, 
16.4920471600001, 16.477577759, 16.452152954, 16.437786906, 16.4155660400001, 16.3710209560001, 16.3532442630001, 16.3506604410001, 16.3514872640001, 16.3507637940001, 16.3437357990001, 16.3342273350001, 16.2886487220001, 16.2769698490001, 16.2698385010001, 16.2625004480001, 16.2496846920001, 16.2449304600001, 16.2320113520001, 16.1995585530001, 16.190153443, 16.1980082600001, 16.2179553630001, 16.2160950110001, 16.2112374270001, 16.2173352460001, 16.2265336510001, 16.2320113520001, 16.2474109290001, 
16.2649809170001, 16.279967082, 16.2877185470001, 16.3034281820001, 16.3354675700001, 16.3526241450001, 16.3620292560001, 16.3825964760001, 16.3911747640001, 16.3883842370001, 16.3882808840001, 16.389624471, 16.3911747640001, 16.3955155840001, 16.3983061110001, 16.3983061110001, 16.394482056, 16.4259013260001, 16.4168062750001, 16.3316435140001, 16.3009477140001, 16.2682882080001, 16.2320113520001, 16.2190922450001, 16.2117541910001, 16.204519491, 16.1923238520001, 16.175477335, 16.1602844650001, 
16.128658488, 16.0864905190001, 16.0244788000001, 15.9820007730001, 15.9799337150001, 15.979210246, 15.9800370680001, 15.9820007730001, 15.9963668210001, 15.9986405840001, 15.9931628820001, 15.984481242, 15.9714587810001, 15.9580229080001, 15.9414864500001, 15.8822652580001, 15.8545666910001, 15.8481588130001, 15.7976192630001, 15.7944153230001, 15.792244914, 15.7674402260001, 15.6843445230001, 15.67380253, 15.6664644770001, 15.65323531, 15.6418664960001, 15.5221280632599, 15.4417753500001, 15.4001241450001, 
15.3908223880001, 15.3813139240001, 15.3702551680001, 15.3685787850001, 15.3560958250001, 15.3496879480001, 15.3505147700001, 15.3533052980001, 15.3529952390001, 15.3410063060001, 15.3258134360001, 15.3077266850001, 15.2877795810001, 15.2771342360001, 15.2653520100001, 15.2560502520001, 15.2530530190001, 15.260081014, 15.2687626550001, 15.2697961830001, 15.2537764890001, 15.2271114500001, 15.1701640220001, 15.1607589110001, 15.1561080320001, 15.1444291580001, 15.1315100510001, 15.1225183510001, 15.1225183510001, 
15.1192110590001, 15.1079455970001, 50.9810236620001, 50.9854161580001, 50.9927542120001, 51.0026244100001, 51.009652405, 51.0206853230001, 51.012442932, 51.0078437300001, 51.0011774700001, 51.000402324, 50.9986970020001, 50.9960615030001, 50.992650859, 50.992650859, 50.9813337200001, 50.9732205200001, 50.959216207, 50.9301740520001, 50.9251097620001, 50.9180817670001, 50.914671123, 50.909090068, 50.9052660120001, 50.902423808, 50.8676972460001, 50.859067282, 50.8643899540001, 50.857982076, 50.8584471640001, 
50.8770506800001, 50.891830139, 50.9168415330001, 50.992650859, 51.0640418500001, 51.075514018, 51.0947376510001, 51.104582011, 51.111506653, 51.1161316940001, 51.1227979540001, 51.1356395470001, 51.160909323, 51.1889696250001, 51.215608826, 51.2367703250001, 51.2395608520001, 51.2426614390001, 51.2716777550001, 51.2912889610001, 51.3080062870001, 51.3283926390001, 51.335291443, 51.3532231650001, 51.354153341, 51.396539377, 51.4035035265665, 51.4556192085596, 51.4559551053438, 51.4240965849894, 51.4226496450651, 
51.4770649277042, 51.5019212924337, 51.5178376334001, 51.4694684919773, 51.4804238964456, 51.5715811224708, 51.6911862250642, 51.7010564239148, 51.7082652860141, 51.7272305364601, 51.7531204290645, 51.7698894307526, 51.7523452827086, 51.7345169129252, 51.6998937039313, 51.6557878688151, 51.6667691108058, 51.6999453798754, 51.7491930204415, 51.759631660073, 51.7529137234895, 51.7148798689108, 51.6896617698748, 51.6571314559519, 51.609511624262, 51.5758961047214, 51.5383014997144, 51.5126699904277, 
51.5353817823433, 51.5889444042608, 51.5943187528082, 51.5940086944457, 51.5751467958879, 51.5350458855592, 51.5062621122067, 51.4815866164292, 51.4715872263694, 51.4502706984339, 51.4069916865171, 51.3703272574969, 51.3616972929956, 51.3694229190324, 51.3628083361358, 51.3446699079898, 51.3025536160565, 51.1999758984689, 51.1501598171218, 51.137447415266, 51.1320213889759, 51.1335458441653, 51.1267503932161, 51.1090770530635, 51.0247927923535, 51.0003498405727, 50.9743824327031, 50.9440225291164, 
50.9306383327928, 50.8917259790707, 50.8392485618716, 50.7610621201207, 50.6742198763462, 50.6180475945208, 50.5787218287494, 50.5724173042152, 50.5468116324508, 50.4321674672548, 50.4202666972503, 50.4310830690001, 50.432943421, 50.4224014290001, 50.4084487920001, 50.3782180790001, 50.359924622, 50.338633932, 50.3192552700001, 50.3069046020001, 50.297757874, 50.284942119, 50.2670103960001, 50.2427224730001, 50.2316637170001, 50.2184862270001, 50.2099596150001, 50.2129051720001, 50.223137106, 50.2291832480001, 
50.231818747, 50.231973775, 50.2292349250001, 50.2171426400001, 50.2134736130001, 50.2130602020001, 50.217297669, 50.217090963, 50.2117682900001, 50.196937154, 50.1915628060001, 50.189728865, 50.18773875, 50.1886172490001, 50.1867568970001, 50.17440623, 50.1569395960001, 50.1434003710001, 50.1322899380001, 50.121954652, 50.094927877, 50.0930158500001, 50.1070201630001, 50.127432353, 50.1422118120001, 50.1547175100001, 50.188823955, 50.2077375290001, 50.2279946910001, 50.2427224730001, 50.2553315230001, 
50.2849937950001, 50.2979645800001, 50.3079381310001, 50.31837677, 50.333517965, 50.3422512820001, 50.3513463340001, 50.3606480920001, 50.36994985, 50.371861878, 50.371861878, 50.3694330850001, 50.365454001, 50.364420472, 50.371035055, 50.3768228150001, 50.402609355, 50.406278381, 50.4241584270001, 50.4400230920001, 50.4371292110001, 50.4401781220001, 50.4512885540001, 50.451650289, 50.4553709920001, 50.456766256, 50.4649828090001, 50.4716490680001, 50.479865621, 50.492784729, 50.4960403440001, 50.490355937, 
50.492784729, 50.501207988, 50.514178772, 50.5218268840001, 50.521258443, 50.527149557, 50.534849345, 50.539913635, 50.5457013960001, 50.548491923, 50.5517992150001, 50.5593439740001, 50.567560527, 50.5866291300001, 50.644041647, 50.655100403, 50.6604230760001, 50.6608881640001, 50.6591311650001, 50.6491059370001, 50.636341858, 50.626575013, 50.6240945440001, 50.62864207, 50.644041647, 50.646780498, 50.6085916140001, 50.603630677, 50.6066279100001, 50.6097801720001, 50.6129841110001, 50.616239726, 
50.6236811320001, 50.6355667120001, 50.649364319, 50.662903544, 50.6786131800001, 50.686881409, 50.688380026, 50.674220683, 50.6737039190001, 50.6751508590001, 50.729772848, 50.7358706670001, 50.742691956, 50.744190572, 50.731426494, 50.733545227, 50.7380927530001, 50.7509601850001, 50.7557660940001, 50.7823608900447, 50.800207825, 50.797985738, 50.7906476850001, 50.7800023400001, 50.7726126100001, 50.7729491100001, 50.775454814, 50.7837230430001, 50.7932315060001, 50.8032567350001, 50.812971904, 
50.8317304490001, 50.8396886190001, 50.8447529100001, 50.8548814900001, 50.865733541, 50.88227, 50.899891663, 50.9141026820001, 50.9324994910001, 50.942989807, 50.9526533000001, 50.969034729, 50.977406311, 50.977974752, 50.992650859, 51.0078437300001, 51.0115644330001, 51.0058283490001, 50.9927542120001, 50.992650859, 50.982470602, 50.9810236620001)))"
kujawskopomorskie,377,503448.51506849314,495000,"list(list(c(19.7478699073703, 19.6999141779969, 19.6486511567255, 19.6546456228971, 19.6554724460965, 19.6635339698169, 19.6606400899682, 19.6553690942083, 19.6457572768768, 19.6267403495875, 19.6082401871349, 19.5889132023823, 19.5677258638575, 19.54901899583, 19.5072644391026, 19.4583785337423, 19.4738814626593, 19.4688171733738, 19.4488700700977, 19.4403951352273, 19.4514538915838, 19.4681970557495, 19.497032505046, 19.4978593282454, 19.4549678890568, 19.3876851740316, 19.3611234878587, 19.3558524920988, 
19.3764197121, 19.3804504744098, 19.3065531755886, 19.302522414178, 19.2959078303821, 19.2762707863677, 19.2572538590783, 19.2448515146856, 19.2356531103028, 19.1978259621984, 19.0744226421912, 19.0569560076136, 19.0497213070926, 19.0402128443473, 18.9451282079004, 18.9096781757072, 18.8048783709401, 18.76891157391, 18.7415230654371, 18.5760551294406, 18.546082797683, 18.5113562350022, 18.4921326030372, 18.4737357933722, 18.4641239760406, 18.4490344582736, 18.4248498880119, 18.4059363144094, 18.3936373228042, 
18.3858858583457, 18.3715198100912, 18.3522961772268, 18.2941085137969, 18.2598987159529, 18.1586129086588, 18.1262634618893, 18.0973246598052, 18.0635282731113, 18.0265279482063, 17.9908712086394, 17.8885518725709, 17.8132076347246, 17.7436511565756, 17.6798824399227, 17.6686169779911, 17.6607621598458, 17.6564213400728, 17.6477396987281, 17.6165271344197, 17.5989571470547, 17.5588562349273, 17.5182385597617, 17.4982914573848, 17.4825818210941, 17.4466150240641, 17.4533329606476, 17.4701794776008, 
17.4880595233283, 17.5041825698697, 17.5160681494256, 17.5374621917268, 17.4884729353777, 17.4126119317952, 17.3312732277772, 17.3762317236151, 17.3903910662947, 17.359385206662, 17.3507035662166, 17.4420674978168, 17.3939050637676, 17.3089490085899, 17.2974768410833, 17.3695137879309, 17.3972123547663, 17.4252209817629, 17.4554000181963, 17.4796879412455, 17.5075932145552, 17.5444901866728, 17.6831897318207, 17.7455115094486, 17.7460282733861, 17.7500590347966, 17.7556400898183, 17.7876794782253, 
17.856409133175, 17.897130161128, 17.9241052593502, 18.0511259287186, 18.2205212742374, 18.2556612480681, 18.2852201677765, 18.3178796729086, 18.497817009947, 18.5829797706999, 18.6202901548667, 18.677857699773, 18.7594031102653, 18.7791435079665, 18.7926827330217, 18.808805779563, 18.8746415537647, 18.9056474142967, 18.96011437288, 19.0741125829293, 19.1282694840494, 19.2147758319391, 19.2395805189258, 19.269862909046, 19.2854691907505, 19.3089302906004, 19.3278438660016, 19.4045316909848, 19.5115019060881, 
19.6256034689249, 19.6813106627569, 19.7328837423908, 19.7478699073703, 53.093141995007, 53.0697842470453, 53.0552631700592, 53.0364012724008, 53.0166608746996, 52.9872053095773, 52.9674649118762, 52.9479828974927, 52.9309296740652, 52.932273261202, 52.9402314321349, 52.9450890158454, 52.9327900251395, 52.9157368035106, 52.8944719515193, 52.8983218448772, 52.8572907585616, 52.8203937855448, 52.8069837507994, 52.7867782660041, 52.7658751492187, 52.7470132515603, 52.7047936059402, 52.6716948512364, 
52.6646926947121, 52.545501004168, 52.5124280869866, 52.4740066605789, 52.4611650657152, 52.4426390648409, 52.3680699733505, 52.3512751332408, 52.3341702338691, 52.3346869978067, 52.3325165883699, 52.3211994486956, 52.3098823108199, 52.302905991818, 52.3013556991062, 52.295464585722, 52.2861111517083, 52.2784113631938, 52.3230081238258, 52.3199592152455, 52.2928549258141, 52.291123765949, 52.3289509140534, 52.41194326447, 52.4336215285107, 52.4434658880403, 52.4422773305344, 52.4374714218686, 52.426360989568, 
52.4209091248562, 52.4255600038911, 52.4428199328935, 52.4589688178567, 52.4773139515776, 52.4834117705367, 52.4866157087479, 52.4448611520205, 52.4354043652193, 52.451785794179, 52.4704151478408, 52.492455146188, 52.5008267282709, 52.5024028594044, 52.5136424829142, 52.5708482944132, 52.5957046582433, 52.5980300973111, 52.6111559112163, 52.6151349957834, 52.6211294619551, 52.6377692733333, 52.6511793080786, 52.6671731634107, 52.657406318247, 52.6492931185825, 52.6539956735614, 52.6734776879449, 
52.6969904655375, 52.7179710957894, 52.7438093133491, 52.7516124537517, 52.7509406601833, 52.7544546585556, 52.7681489123424, 52.8388939479973, 52.9041612823173, 52.9385002713704, 52.956225287467, 53.0187020938266, 53.0809721955104, 53.1168098013312, 53.1591327988396, 53.2054865595571, 53.2706247017686, 53.3103897162124, 53.3403103702274, 53.3969994168896, 53.433793037119, 53.4440249702761, 53.5069151877856, 53.5386445178302, 53.5615888537426, 53.5639142928104, 53.5423652208782, 53.5572997099137, 
53.5784870475392, 53.5928014189503, 53.6057722032245, 53.6236005721087, 53.6387934435625, 53.6832093370413, 53.6956375189563, 53.6809614123393, 53.6960250925839, 53.694190579032, 53.671711331113, 53.6532111677611, 53.6354344748211, 53.6052554392871, 53.6198540315383, 53.632075506979, 53.6252283800857, 53.6186396347114, 53.6089761423351, 53.6027491321667, 53.562260647311, 53.5504267436992, 53.5375334737907, 53.5415900745223, 53.555878608411, 53.4552387562636, 53.4122439642875, 53.3779824904995, 53.3645466173325, 
53.3585004752167, 53.3580353872233, 53.3428683541912, 53.3043435740967, 53.286411852425, 53.2629507507765, 53.1845834418723, 53.093141995007)))"
łódzkie,197,555243.9274611399,550000,"list(list(c(19.2959078303821, 19.3923360530664, 19.4975492689836, 19.5489156430424, 19.6414164571038, 19.8491557146645, 19.8809883965972, 19.9181954279766, 19.9453772317738, 19.969458449248, 20.0008777200308, 20.0362244003358, 20.0638196143837, 20.0764286643513, 20.079942660925, 20.1001998225638, 20.1145658708182, 20.1300688006346, 20.1987984546849, 20.237865838038, 20.251715122355, 20.2412764827235, 20.2078935080789, 20.2161617373743, 20.2431368337978, 20.2669079929095, 20.2644275251102, 20.2731091646562, 
20.3090759616863, 20.4151160008028, 20.4815718926287, 20.5540222506264, 20.6129333835688, 20.6193412608905, 20.6104529148701, 20.6004276872879, 20.5951566906288, 20.6044584486984, 20.6583052905567, 20.6736015147981, 20.6710176942112, 20.658098585881, 20.5854415223084, 20.5254968596923, 20.4475688012591, 20.4216272318113, 20.4513928570947, 20.4612113791018, 20.4649320821499, 20.4724768410334, 20.5093738140503, 20.5222929223805, 20.5221895686936, 20.5054464054273, 20.4413676286131, 20.428655225858, 
20.4320658714428, 20.4034371268219, 20.3666435083912, 20.3334672384223, 20.3001876156659, 20.2684582856214, 20.1990051611592, 20.1668624199647, 20.0562748546008, 20.0250622902925, 20.0005676607689, 19.9757629737822, 20.0214449400319, 20.0523474459778, 20.0620626160969, 20.054104445164, 20.0314701676141, 19.8993852071616, 19.863935174069, 19.8511194194256, 19.8503959490138, 19.8544267113236, 19.8373734878961, 19.8027502780029, 19.7738114759189, 19.750557081644, 19.6418298682538, 19.5416809416221, 
19.5078845558276, 19.4145569185669, 19.354302199387, 19.2870194843617, 19.2526029800435, 19.1728145687374, 19.10801232331, 18.977270949095, 18.9465751478248, 18.9114351739941, 18.8797058448488, 18.8470463397168, 18.7057629739821, 18.6556368342725, 18.5806026547887, 18.5573482596145, 18.5304765150791, 18.5185909364226, 18.5093925311404, 18.4963700700227, 18.4256767112112, 18.2020211117849, 18.172565544864, 18.1501379737884, 18.1438334492543, 18.1336015151978, 18.0763440277547, 18.0576371597271, 18.0548466326659, 
18.0709696792073, 18.1441435076168, 18.1692582538653, 18.1858980652435, 18.2358174975794, 18.2902844579614, 18.3378267761848, 18.3657320485951, 18.3640784030958, 18.3541565283011, 18.3591174656985, 18.384852328672, 18.4313611181211, 18.4571993338822, 18.5144568213252, 18.6592541854323, 18.6706230001513, 18.7186820823122, 18.7227128437227, 18.7039026220084, 18.6926371600769, 18.6997685078103, 18.7135144393399, 18.7451404147983, 18.779660271904, 18.8466329276675, 18.8972758322139, 18.9064742365968, 
18.9169128762283, 19.0166483899113, 19.0785567563892, 19.0758695821155, 19.0610901218117, 19.0418664889473, 19.0402128443473, 19.0497213070926, 19.0569560076136, 19.0744226421912, 19.1978259621984, 19.2356531103028, 19.2448515146856, 19.2572538590783, 19.2762707863677, 19.2959078303821, 52.3341702338691, 52.2935008818602, 52.2798583031181, 52.2650530061912, 52.219241847833, 52.2456485052743, 52.2656472853939, 52.2676885045208, 52.2464236525295, 52.2206887877573, 52.2107152370185, 52.2042556828534, 
52.1924734560851, 52.1669452986866, 52.1318311632775, 52.1039775659119, 52.0992491734106, 52.1015746124784, 52.0845213890508, 52.0683983425095, 52.0576496454148, 52.0075751825486, 51.9955345733619, 51.9742955588929, 51.9552527940812, 51.9332127957339, 51.9143508980754, 51.8981761746907, 51.8909931501138, 51.8985120714749, 51.879546821029, 51.8447944199265, 51.7960118682531, 51.7795787624499, 51.7681065940441, 51.7589340280829, 51.7462474637494, 51.7176703968713, 51.682840481403, 51.6573639999486, 
51.6335411648928, 51.6171080590896, 51.6233609085791, 51.6435147165309, 51.6434630396875, 51.5872390810188, 51.5427973500177, 51.51199819596, 51.4801138371838, 51.463939113799, 51.4528803574425, 51.4437336290038, 51.4116167262309, 51.3841248640712, 51.3466077743293, 51.3194001330097, 51.2899445660888, 51.2765603697652, 51.2196129424833, 51.2100528019952, 51.2067713494182, 51.1970561792992, 51.1555858425126, 51.1498239203376, 51.1595132511356, 51.152330227458, 51.1320730658193, 51.0717149929525, 51.0281000842514, 
51.0124938007483, 50.9790333117379, 50.9463479681842, 50.9294239368652, 50.9904796408227, 50.9864488803116, 50.9542027863295, 50.9222409122883, 50.8906924511957, 50.8606942819155, 50.8459406600334, 50.828964951871, 50.8042894560935, 50.8393260771367, 50.8358637565071, 50.8423233097729, 50.9363744174454, 50.9713593607459, 50.9792400173129, 50.9603006052887, 50.9599905460269, 50.9685171577406, 51.0130880799509, 51.0327509632863, 51.037117621481, 51.0233200140074, 51.0136565207318, 51.0106851265173, 
50.9952338735444, 51.0334227568547, 51.061922309367, 51.0826187205774, 51.0783812526926, 51.0680459658486, 51.0608371037493, 51.0596227078217, 51.0958995632142, 51.1107565369846, 51.1361296665509, 51.1828193222539, 51.2102595084695, 51.2424280871865, 51.2701008164995, 51.302450263269, 51.3246969671912, 51.3347997100386, 51.3597077498128, 51.3911270214948, 51.400532132352, 51.3837372913429, 51.4050279808566, 51.4526219750241, 51.5058487010567, 51.5605998813794, 51.6269265810968, 51.6878789331662, 
51.7568152936908, 51.7787261008289, 51.7954951043156, 51.7857282582525, 51.7934280458676, 51.8459313014883, 51.8774280875362, 51.9096225037755, 51.9447883160279, 51.9789464379277, 52.0096939151421, 52.0113992383841, 52.0089446072078, 52.0186856148492, 52.0554792341793, 52.1180593942256, 52.1460680203228, 52.1722679712898, 52.2088032091008, 52.2185183783205, 52.2211538757508, 52.2462427844769, 52.2784113631938, 52.2861111517083, 52.295464585722, 52.3013556991062, 52.302905991818, 52.3098823108199, 
52.3211994486956, 52.3325165883699, 52.3346869978067, 52.3341702338691)))"
