url,town_vilage,voivodeship,rooms,price,m2,plot_m2
https://www.otodom.pl/oferta/piekny-nowoczesny-dom-tarnowo-podgorne-ogrod-taras-ID46JkR.html#b0df9ea3d0,Poznań,wielkopolskie,6,599000,155,400
https://www.otodom.pl/oferta/piekna-nowa-kamienica-z-garazem-podziemnym-ID46Jkf.html#b0df9ea3d0,Kraków,małopolskie,NA,6899000,795,400
https://www.otodom.pl/oferta/segmenty-bobrowiec-3200zl-m2-bezposrednio-ID42THp.html#b0df9ea3d0,Bobrowiec,mazowieckie,5,560000,175,178
https://www.otodom.pl/oferta/nowoczesny-blizniak-z-duza-dzialka-gdynia-kosakowo-ID46576.html#b0df9ea3d0,Kosakowo,pomorskie,4,630000,140,500
https://www.otodom.pl/oferta/dom-wolnostojacy-szabda-brodnica-ID46JiY.html#b0df9ea3d0,Szabda,kujawskopomorskie,5,420000,150,500
https://www.otodom.pl/oferta/sprzedam-dom-jednorodzinny-blizniak-piaseczno-ID3d4GU.html#b0df9ea3d0,Baszkówka,mazowieckie,5,539000,134,550
https://www.otodom.pl/oferta/nowy-etap-dom-w-rzeszowie-ID44RRO.html#934d694f77,Rzeszów,podkarpackie,6,319000,115,400
https://www.otodom.pl/oferta/domy-tansze-od-mieszkania-w-okolicy-torunia-ID118xU.html#934d694f77,Zawały,kujawskopomorskie,3,260000,69,700
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-ID411YE.html#934d694f77,Police,zachodniopomorskie,4,599000,104.32,100
https://www.otodom.pl/oferta/dom-120-m2-z-widokiem-10-ar-wykonczenie-do-wyboru-ID46Jcr.html#934d694f77,Wołowice,małopolskie,3,490000,120,10000
https://www.otodom.pl/oferta/elegancki-blizniak-blisko-goclawia-ID46Jjr.html#934d694f77,Warszawa,mazowieckie,5,1190000,224,198
https://www.otodom.pl/oferta/elegancki-blizniak-bliski-wawer-ID46Jjq.html#934d694f77,Warszawa,mazowieckie,5,1127000,224,198
https://www.otodom.pl/oferta/blizniak-bliski-wawer-700m-most-siekierkowski-ID46Jjo.html#934d694f77,Warszawa,mazowieckie,5,999999,189,198
https://www.otodom.pl/oferta/nowoczesne-mini-osiedle-domow-ID446k0.html#934d694f77,Włocławek,kujawskopomorskie,4,442200,134,200
https://www.otodom.pl/oferta/dom-126-93-m-dobrzykowice-ID46Iba.html#934d694f77,Dobrzykowice,dolnośląskie,5,495000,126.93,368
https://www.otodom.pl/oferta/nowosc-tylko-u-nas-spacer-3d-i-preznet-2000zl-ID46Ibe.html#934d694f77,Dobrzykowice,dolnośląskie,5,520000,126.93,444
https://www.otodom.pl/oferta/nowosc-tylko-u-nas-spacer-3d-i-preznet-2000zl-ID46Ibh.html#934d694f77,Dobrzykowice,dolnośląskie,5,540000,126.93,653
https://www.otodom.pl/oferta/promocyjna-cena-promocyjne-wyposazenie-zobacz-ID45IVa.html#934d694f77,Dobrzykowice,dolnośląskie,5,479000,132,500
https://www.otodom.pl/oferta/media-miejskie-duza-dzialka-charakter-willowy-ID45IJa.html#934d694f77,Dobrzykowice,dolnośląskie,5,499000,132,500
https://www.otodom.pl/oferta/blizniak-mlociny-woycickiego-ID46JiV.html#934d694f77,Warszawa,mazowieckie,6,1490000,159.82,440
https://www.otodom.pl/oferta/dom-zielona-dolina-ID46JiQ.html#934d694f77,Piła,wielkopolskie,4,559000,144.4,220
https://www.otodom.pl/oferta/miedzylesie-nowa-inwestycja-unikalna-lokalizacja-ID4662y.html#934d694f77,Warszawa,mazowieckie,5,1199000,155.62,337
https://www.otodom.pl/oferta/sprzedam-dom-z-dzialka-ID46wQO.html#934d694f77,Przasnysz,mazowieckie,4,250000,90,6200
https://www.otodom.pl/oferta/dom-100-m-lisi-ogon-ID46JiL.html#934d694f77,Lisi Ogon,kujawskopomorskie,4,449000,100,350
https://www.otodom.pl/oferta/domy-olszewnica-stara-ul-wiejska-ID46smn.html#934d694f77,Olszewnica Stara,mazowieckie,4,520000,122.73,800
https://www.otodom.pl/oferta/dom-jednorodzinny-ul-piekna-ID3GZTq.html#934d694f77,Jaworzno,śląskie,5,480000,160,500
https://www.otodom.pl/oferta/dom-na-sprzedaz-przeclaw-szczecin-ID46tr5.html#934d694f77,Przecław,zachodniopomorskie,5,1200000,280,380
https://www.otodom.pl/oferta/przestronny-dom-w-cenie-mieszkania-pepowo-ID46Ifs.html#934d694f77,Pępowo,pomorskie,4,469000,111.48,NA
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-w-poblizu-gdyni-ID43hjd.html#934d694f77,Kosakowo,pomorskie,4,465000,102.38,167
https://www.otodom.pl/oferta/bezczynszowy-dom-w-cenie-mieszkania-jasien-ID46Ifp.html#934d694f77,Gdańsk,pomorskie,4,456000,73.28,NA
https://www.otodom.pl/oferta/przestronny-blizniak-z-ogrodkiem-skorzewo-ID46Jif.html#5155a53d22,Skórzewo,wielkopolskie,4,507600,110,367
https://www.otodom.pl/oferta/przestronny-blizniak-z-ogrodkiem-skorzewo-ID46Jie.html#5155a53d22,Skórzewo,wielkopolskie,4,529200,110,428
https://www.otodom.pl/oferta/atrakcyjny-dom-z-dobrym-dojazdem-do-warszawy-ID465Cu.html#5155a53d22,Słubica Dobra,mazowieckie,5,450000,135,1720
https://www.otodom.pl/oferta/przestronny-blizniak-z-ogrodkiem-skorzewo-ID46Jic.html#5155a53d22,Skórzewo,wielkopolskie,4,534600,110,475
https://www.otodom.pl/oferta/nowa-inwestycja-duze-dzialki-ID46Jib.html#5155a53d22,Rudawa,małopolskie,4,540000,108.77,460
