url,town_vilage,voivodeship,rooms,price,m2,plot_m2
https://www.otodom.pl/oferta/dom-z-widokiem-na-park-bielansko-tynieck-ID434WH.html#77a5cc54ac,Kraków,małopolskie,6,1047000,307.07,1127
https://www.otodom.pl/oferta/7-pokojowy-dom-z-ogrodem-w-krakowie-ID44u1G.html#77a5cc54ac,Kraków,małopolskie,7,1390000,264,600
https://www.otodom.pl/oferta/nowy-dom-w-stanie-deweloperskim-gotowy-do-odbioru-ID44XJn.html#914511c2b8,Banino,pomorskie,3,359000,90,NA
https://www.otodom.pl/oferta/dom-wolnostojacy-wzgorze-golonoskie-ID43JGr.html#914511c2b8,Dąbrowa Górnicza,śląskie,5,850000,205,500
https://www.otodom.pl/oferta/dom-w-stanie-surowym-zamknietym-w-reszlu-ID46Jhz.html#914511c2b8,Reszel,warmińskomazurskie,5,290000,170.9,481
https://www.otodom.pl/oferta/dom-blisko-s8-ciche-zielone-4-pok-ogrod-zim-ID46GOC.html#914511c2b8,Warszawa,mazowieckie,4,1090000,138,350
https://www.otodom.pl/oferta/atrakcyjny-nowy-dom-blisko-krakowa-ID46yQh.html#914511c2b8,Krzyszkowice,małopolskie,6,997000,180,1100
https://www.otodom.pl/oferta/dom-177-10-m-oltarzew-ID46Jhj.html#914511c2b8,Ołtarzew,mazowieckie,8,1139000,177.1,1105
https://www.otodom.pl/oferta/wyjatkowa-nieruchomosc-inwestycyjna-centrum-mazur-ID45tOW.html#914511c2b8,Mikołajki,warmińskomazurskie,NA,14990000,NA,36436
https://www.otodom.pl/oferta/dom-w-pieknej-i-spokojnej-okolicy-jeziora-i-lasu-ID2kEDr.html#914511c2b8,Mezowo,pomorskie,6,999000,300,1100
https://www.otodom.pl/oferta/dom-pod-miastem-na-dzialce-6128-m-kw-ID46JgV.html#914511c2b8,Kolbudy,pomorskie,5,2350000,250,6128
https://www.otodom.pl/oferta/dom-120-m-opole-ID46JgT.html#914511c2b8,Opole,opolskie,4,559000,120,300
https://www.otodom.pl/oferta/dom-wolnostojacy-160m2-blisko-centrum-legionowa-ID44uvM.html#914511c2b8,Legionowo,mazowieckie,4,790000,160,605
https://www.otodom.pl/oferta/dom-z-widokiem-na-tatry-ID46Jgp.html#914511c2b8,Zakopane,małopolskie,3,1975000,172.41,NA
https://www.otodom.pl/oferta/dom-na-terenie-inwestycji-tatrzanska-polana-ID46Jgo.html#914511c2b8,Zakopane,małopolskie,3,1995000,172.41,NA
https://www.otodom.pl/oferta/atrakcyjny-dom-w-cichej-okolicy-ID46Jgj.html#914511c2b8,Banino,pomorskie,5,799000,166.32,374
https://www.otodom.pl/oferta/dom-na-sprzedaz-w-wilanowie-house-for-sale-in-wila-ID467BA.html#914511c2b8,Warszawa,mazowieckie,5,1350000,134.75,NA
https://www.otodom.pl/oferta/okazja-nowoczesny-dom-z-ogrodem-i-tarasem-ID467EJ.html#914511c2b8,Warszawa,mazowieckie,5,2690000,210,NA
https://www.otodom.pl/oferta/dom-ul-nowa-reda-ID46Jgc.html#914511c2b8,Reda,pomorskie,4,NA,223.4,685
https://www.otodom.pl/oferta/wyjatkowy-i-nowoczesny-dom-na-sprzedaz-w-wilanowie-ID46jUd.html#914511c2b8,Warszawa,mazowieckie,5,2200000,217,750
https://www.otodom.pl/oferta/dom-typu-blizniak-bibice-250m2-dzialka-6-89ara-ID42KCR.html#914511c2b8,Bibice,małopolskie,6,695000,247,689
https://www.otodom.pl/oferta/dom-trzy-niezalezne-mieszkania-999-tysiecy-ID45mQt.html#914511c2b8,Kraków,małopolskie,7,999000,213,315
https://www.otodom.pl/oferta/dom-jednorodzinny-energooszczedny-okolica-rabien-ID46CRA.html#914511c2b8,Zgniłe Błoto,łódzkie,5,820000,183,1250
https://www.otodom.pl/oferta/super-oaza-przed-koronawirusem-wytrebowice-310-m2-ID44KEy.html#914511c2b8,Wytrębowice,kujawskopomorskie,6,750000,380,1480
https://www.otodom.pl/oferta/zielona-i-urokliwa-okolica-ID46JfP.html#914511c2b8,Wrocław,dolnośląskie,5,1239000,145.03,70
https://www.otodom.pl/oferta/dom-420-m2-mieszkalny-5-pokoi-ogrod-rabien-ab-ID46JfK.html#914511c2b8,Rąbień AB,łódzkie,5,985000,420.5,3209
https://www.otodom.pl/oferta/przytkowice-dom-do-sprzedania-ID45NXI.html#13f8597efe,Przytkowice,małopolskie,4,550000,270,1000
https://www.otodom.pl/oferta/dom-pensjonat-z-basenem-ID44DbA.html#13f8597efe,Szczyrk,śląskie,NA,2750000,520,953
https://www.otodom.pl/oferta/dom-radomska-siczki-jedlnia-letnisko-ID46JfF.html#13f8597efe,Siczki,mazowieckie,4,236250,240,637
https://www.otodom.pl/oferta/unikatowy-i-przestronny-dom-na-63-arowej-dzialce-ID45VUu.html#13f8597efe,Wrocław,dolnośląskie,5,2450000,240,6353
https://www.otodom.pl/oferta/dom-w-kleczewie-ID46JeY.html#13f8597efe,Kleczew,wielkopolskie,6,630000,169,1322
